AmazonEC2_7	['missing', 'simple', 'im', 'sure', 'unable', 'view', 'server', 'internet', 'new', 'amazon', 'web', 'services', '1st', 'day', 'im', 'setting', 'edx', 'server', 'school', 'see', 'providing', 'online', 'classes', 'students', 'able', 'ssh', 'machine', 'configured', 'correctly', 'believe', 'also', 'gone', 'updates', 'edx', 'system', 'im', 'sure', 'go', 'instance', 'id', 'is:', 'i8647e34d', 'supposedly', 'able', 'see', 'site', 'im', 'even', 'sure', 'put', 'url', 'im', 'usually', 'pretty', 'tech', 'savvy', 'im', 'bit', 'depth', 'help', 'would', 'appreciated', 'gary']
AmazonEC2_7	['missing', 'simple', 'im', 'sure', 'unable', 'view', 'server', 'internet', 'two', 'things:', 'hostname/ip', 'address', 'make', 'sure', 'allocate', 'elastic', 'ip', 'address', 'instance', 'need', 'access', 'instance', 'keeps', 'things', 'simple', 'performing', 'certain', 'actions', 'public', 'ip', 'address', 'change', 'unless', 'using', 'elastic', 'ip', 'check', 'public', 'dns', 'property', 'instance', 'host', 'name', 'public', 'ip', 'address', 'use', 'access', 'instance', 'change', 'allocate', 'eip', 'instance', 'security', 'groups', 'make', 'sure', 'security', 'groups', 'allow', 'access', 'appropriate', 'port', 'numbers', 'case', 'web', 'traffic', 'normally', 'tcp', 'ports', '80', '443', 'normally', 'best', 'practice', 'restrict', 'access', 'port', '22', 'ip', 'addresses', 'accessing', 'machine', 'may', 'need', 'create', 'new', 'security', 'group', 'allow', 'web', 'traffic', 'attach', 'instance']
AmazonEC2_7	['missing', 'simple', 'im', 'sure', 'unable', 'view', 'server', 'internet', 'much', 'knew', 'missing', 'basic', 'able', 'hit', 'website', 'get', 'intermittent', 'bad', 'gateway', 'problem', 'may', 'back', 'ask']
AmazonEC2_7	['instant', 'running', 'unreachable', 'even', 'reboot', 'summary:', 'instance', 'id:', 'i8a4c2dda', 'problem:', 'following', 'install', 'updates', 'shut', 'action', 'windows', 'earlier', 'morning', 'followed', 'restart', 'amazon', 'console', 'shows', 'running', 'cannot', 'access', 'sites', 'rdp', 'details', 'earlier', 'morning', 'used', 'install', 'updates', 'shut', 'option', 'windows', 'one', 'instance', 'eventually', 'instance', 'ended', 'stopped', 'state', 'used', 'instance', 'state', 'start', 'command', 'amazon', 'aws', 'ec2', 'dashboard', 'restart', 'instance', 'showing', 'running', 'instance', 'status', 'checks', 'failing', 'could', 'connect', 'via', 'remote', 'desktop', 'access', 'web', 'sites', 'running', 'used', 'instance', 'state', 'reboot', 'command', 'instance', 'came', 'back', 'state', 'right', 'creating', 'image', 'try', 'reboot', 'new', 'instance', 'wondering', 'anyone', 'ideas', 'solutions', 'problem']
AmazonEC2_7	['instant', 'running', 'unreachable', 'even', 'reboot', 'ok', 'think', 'instance', 'short', 'disk', 'space', 'trying', 'best', 'complete', 'windows', 'updates', 'became', 'accessible', '1h30', 'letting', 'sit', 'complete', 'work']
AmazonEC2_7	['zsh', 'version', 'amazon', 'linux', 'ami', 'amazon', 'linux', 'ami', '201503', 'still', 'uses', 'zsh', '4310', 'pretty', 'outdated', 'know', 'upstream', 'repo', 'overlooked', 'plan', 'upgrade']
AmazonEC2_7	['zsh', 'version', 'amazon', 'linux', 'ami', 'haisoo', 'understand', 'wondering', 'plans', 'upgrade', 'zsh', 'future', 'within', 'amazon', 'linux', 'ami', 'currently', 'information', 'eta', 'new', 'version', 'zsh', 'released', 'apologize', 'inconvenience', 'caused', 'sincerely', 'appreciate', 'feedback', 'valuable', 'us', 'additional', 'questions', 'concerns', 'let', 'us', 'know', 'would', 'glad', 'assistance', 'mohsin']
AmazonEC2_7	"['zsh', 'version', 'amazon', 'linux', 'ami', ""we'll"", 'take', 'look', 'including', 'newer', 'zsh', 'future', 'updates', 'push', 'post', 'newer', 'version', 'available', 'using', 'amazon', 'linux', 'ami']"
AmazonEC2_7	"['network', 'issues', 'useast1b', ""we're"", 'seeing', 'sporadic', 'packet', 'loss', 'machines', 'useast1b', 'since', '10a', 'est', 'anyone', 'else', 'getting', '||', 'winmtr', 'statistics', 'host', 'sent', 'recv', 'best', 'avrg', 'wrst', 'last', '||||||||', '20892******', '251', '251', '221', 'ashb2linktelianet', '251', '251', '35', 'ashb1linktelianet', '251', '251', 'vadataic157234ashbb1ctelianet', '251', '251', '72', '722122069', '251', '251', '19', '205251245230', '251', '251', '48', '21618222449', '253', '253', '21', '|ec218473169148compute1amazonawscom', '10', '180', '162', '26', '|________________________________________________|______|______|______|______|______|______|', 'winmtr', 'v092', 'gpl', 'v2', 'appnor', 'msp', 'fully', 'managed', 'hosting', 'cloud', 'provider']"
AmazonEC2_7	"['network', 'issues', 'useast1b', 'headaches', 'continue', 'starting', 'think', 'network', 'specifically', 'boxes', 'group', 'good', 'example', 'i952ab77e', ""they're"", 'exhibiting', 'painfully', 'slow', 'io', 'local', 'drives', 'across', 'network']"
AmazonEC2_7	['set', 'mtu', 'permanently', 'amazon', 'ami', 'linux', 'using', 'amznamihvm2014032x86_64ebs', 'ami76817c1e', 'trying', 'set', 'mtu', 'permanently', '9000', '1500', 'put', 'mtu=1500', '/etc/sysconfig/networkscripts/ifcfgeth0', 'upon', 'network', 'system', 'reboot', 'resets', '9001', 'make', 'permanent']
