17485,Amazon EC2 V3,"Instance hung after trying to ""Create Image"" from AWS Management Console I tried to use the ""Create Image"" option form the instances screen in AWS Management Console yesterday and it created a snapshot but no image. The active instance immediately became unavailable publicly to remote desktop or web traffic, but since I hadn't done this before I thought maybe that was normal although pretty crappy if that is the normal case and it wasn't mentioned anywhere. As of today I still didn't have a new image, but it did create a snapshot, so I tried to do it again today again it tole me a process was in process on the instance so it failed. I deleted the snapshot and tried again with the same results. I also still couldn't remote desktop to it so I stop the instance and tried create again with the same results. I also don't have the option to ""bundle it"" or ""launch more like this"". So I figured I need some help to figure out what is wrong.Please help. Instance name is: <h2 style=""display: block""><span class=""keys"">i-6fe5ca07</span></h2>"
17485,Amazon EC2 V3,"I've verified that your instance is running, responding both to ARP pings as well as 3389/tcp (rdesktop port) so I'm puzzled why you can't access it Please could you try the following please?0) telnet instance-hostname 33891) traceroute instance-hostname  (ideally to port 3389/tcp)Perhaps that'll provide some hints as to where the problem lies."
17485,Amazon EC2 V3,"Was this ever resolved? I'm experiencing exactly the same behavior.  My instance is running Ubuntu 10.10, with one EBS volume for the primary hard drive, and another EBS volume for the data drive."
17484,Amazon EC2 V3,iam-servercertupload returns 400 for UC certificates When attempting to upload a multidomain UC certificate I receive the error:   400 MalformedCertificate  Does amazon plan on supporting multidomain certificates? Is there some preferred format?
17484,Amazon EC2 V3,We are looking into this now.  We've re-tested multi-domain certs and they upload as expected.  As we get more information we'll post it here.
17484,Amazon EC2 V3,We are still having this issue. With larger multidomain UC certificates we receive 'privateKey' failed to satisfy constraint: Member must have length less than or equal to 16384. For certs less than 16k we are returned 400 MalformedCertificate.  These are comodo UC certificates using multiple altnames.
17483,Amazon EC2 V3,"Some thoughts on Amazon's support (on instance rebooting yesterday) Yesterday (10/26/2010) morning we found our website was suddenly unreachable. We were panicked as this would affect thousands of our users. So we decided to contact Amazon - but apparently we need to purchase the premium support to get a quick answer. So we paid and it turned out our instance was rebooted by Amazon due to a ""service event"". We fixed the issue (mount ebs). Amazon's support was prompt and explained well. But we can't help wondering:1. Shouldn't we get notified before such a ""service event"" happened? If it is not planned, should we get notified when it happened? Rebooting is a major event and will disrupt a lot of services. We are very surprised that we don't get any notification on this event. 2. In such an emergent event, as Amazon doesn't notify us, shouldn't there be a free channel for us to reach Amazon support quickly?"
17483,Amazon EC2 V3,"Good of you to bring this up. We are of the same opinion as well. Our instances have been thrown off balance and I have been using this medium for putting it across and I am not getting any timely support so far. Clearly, the ""forum"" model of support doesn't work and clearly Amazon's setup is not fool proof enough that we would never need to contact them.   The idea of paying $400 just to resolve issues that might originate at Amazon end seems too high. My business head is already giving me the go ahead for evaluating alternatives - specially because of the support model at Amazon.   If Amazon truly thinks that they are production ready, then we shouldn't see so many issues originating at Amazon end. If they think that we don't need to give support - and the service is on a ""as-is"" basis, then clearly, it doesn't work when we are running production quality applications."
17483,Amazon EC2 V3,"The 3 levels of support seem fair altough it would be good if the forums were more proactively managed by Amazon, quite often you won't get a reply.If it keeps the costs down then I think forums-only support is good. If you need additional support you have to pay for it.However, the main issue is if Amazon reboots your instance there needs to be a better way of letting the instance owners know. If the underlying hardware has an issue again an alert of some sort would be great.I know we have to design for failure in the ""cloud"" but an amazon instigated instance failure should be handled better, an alert of some sort would be great.Thanks"
17483,Amazon EC2 V3,"We have been using AWS successfully for a couple years now and we have found that you really have to do your own monitoring and set up your own failover architectures.  They provide the datacenter capacity and diversity and it's up to us to build on that.  For example, we have monitoring set up (from outside of EC2) and scripts that automate failover so that we can lose a server or have one get rebooted and no one even notices.Sometimes they do send out emails when they see that a host is failing so that you can spin up a new instance on a different host.Seems that they don't want people to rely too much on one host -- no single points of failure.But, yeah, more communication and support would be nice.-- Don"
