59836,Amazon EC2 V0,"Amazon Web Services access key is compromised Hi, My AWS access was compromised. Thankfully I was alerted to the problem by aws-verification@amazon.com. I have taken all the steps to lock down my account now and remove the stolen key. I'm really concerned though as the unauthorised access spawned over 50 EC2 instances in a short space of time with a bill costing around $18,000. Please can someone contact me about how I get these charges reversed from my account. Many Thanks Bob  Edited by: trackmetrix on Feb 24, 2014 10:52 PM"
59836,Amazon EC2 V0,"Hi Bob,   I have taken a look at your account, and noticed that you have a support case open for this issue. Case 164828711 to be exact. I have requested an update for you on the case.   Unfortunately we cannot provide account specific information through the forums, so we will reply to your queries through the above case.   Should you require any further assistance please let me know, and I will gladly assist further.   Kind regards,  Belynda"
59835,Amazon EC2 V0,"Root device size conflict in custom AMI Hi I have created a custom ebs-backed AMI for CentOS from a micro instance. Now when i launch a Medium size instance, the root device, which is 16 GB EBS volume is partitioned only with 8GB size(which is size of root device of micro instance).  How can i fix this. I want AMI my to format entire disk with 1 partition, not resize it according to the instance that i made AMI with.  Thanks"
59834,Amazon EC2 V0,"Instance i-fc60e9a1 Rebooted Unexpectedly Hello,  Please verify if there's underlying hardware issue for Instance ID: i-fc60e9a1."
59834,Amazon EC2 V0,"Hi there,   I can confirm that the underlying host for instance i-fc60e9a1 experienced an issue.  I would recommend performing a stop start to move the instance to a healthy underlying host.   Kind regards,  Belynda"
59833,Amazon EC2 V0,"No data received I deployed a Django app on a micro Ubuntu Server 12.10 exactly as I have done successfully in the past, but this time I only get ""No data received"" when I go to the public DNS address. Are there any common reasons this might occur? I searched through the forum posts and found similar questions but no answers.   Thanks"
59833,Amazon EC2 V0,"Hi there,   I am not able to pick up any AWS resources under your forum handle, could you please send me the instance ID and I will gladly take a look?   Kind regards, Belynda"
59832,Amazon EC2 V0,"Problem with Suse Linux repositories I'm having problem with the repositories in Suse Linux, my server couldn't access them. My instance ID is i-0b173719 and my server is located in Sao Paulo."
59832,Amazon EC2 V0,"Hi there,   I have taken a look at your instance  i-0b173719 however as it stands the instance has been terminated.   Have you launched a new instance, and are you experiencing the same issue?   Kind regards,  Belynda"
59831,Amazon EC2 V0,"Unable to SSH into RH6 after a shutdown\restart Hi everyone,  We have a couple of servers where we shutdown for the weekend.  When I restarted on the following Monday, I am not able to SSH into the machine.  The firewall rules (security and subnet) did not changed.  When I try to SSH in with the same private key, I get the error ""Network error: Connection refused"".     Note: in our environment, we do not give the server an elastic or public IP (we have a VPN server).  The private IP address which looks identical to the value before I shutdown the server.    We noticed this behavior on two of our servers in our VPC in US East (N.Virginia) already, Instance ID i-efe32fce and i-fd5d02dc.  Both servers are RHEL-6.4_GA-x86_64.  One server is a t1.micro and the other is a m1.medium.  I tried doing a search on this forum for a solution and tried a few things as a result, but haven't had any success.  Has anyone seen this behavior and know of a solution?  Thanks in advance for any light you can shed on my problem, Henry"
59831,Amazon EC2 V0,"Hello,  Thank you for posting.  Were these servers launched from a custom AMI?  What is the version of RedHat? Are you running RedHat 6.4?  Regards,  Marcin"
59831,Amazon EC2 V0,"Hi Marcin,  The server i-efe32fce is Red Hat Enterprise Linux Server release 6.4 (Santiago). I choose an AMI image from Amazon's default list after hitting the ""Launch Instance"" button.  (Please ignore the other server i-fd5d02dc.  My colleague already deleted the server that was exhibiting the problem and spun up a replacement for it).  Henry  Edited by: Henry_ice on Feb 24, 2014 1:12 PM"
59831,Amazon EC2 V0,"Hello,  Thank you for the update.   How are you trying to ssh? Are you connecting from another ec2 server that is located in your public subnet?  Are you getting any type of error? If so, what error or errors are you getting?  Are you able to telnet that server on port 22?  Regards,  Marcin  Edited by: marcin@AWS on Feb 24, 2014 1:23 PM"
59831,Amazon EC2 V0,"Hi Marcin,  I have Putty installed on my Windows 8 laptop.  I establish a VPN connection to our VPC.  I open up a command prompt and for i-efe32fce which has the private IP address of 10.0.2.22: telnet 10.0.2.22 22 Connecting To 10.0.2.21...Could not open connection to the host, on port 22: Connect failed  I have another machine with IP address 10.0.2.25 (i-590d7178) which we planned to cluster it with.  It has the same software installed, the same subnet and belongs to the same security group.  When I run the above telnet test, it is successful for 10.0.2.25.  I am currently creating an AMI image of i-efe32fce and see if I can spin up an instance of that AMI image.  I am investigating if I am experiencing a known Redhat 6.4 bug as discussed in the following thread. https://forums.aws.amazon.com/thread.jspa?messageID=464136&#464136  Henry"
59831,Amazon EC2 V0,"Hello Henry,   If that is the case then there might be 2 solutions:  1.Solution 1  These lines will need to be removed as with these as is this is most likely not allow sshd to start up properly. These entries could be removed then the root volume could be reattached to the original instance.  Additional sshd_config entries:  PermitRootLogin without-password UseDNS no PermitRootLogin without-password UseDNS no PermitRootLogin without-password UseDNS no PermitRootLogin without-password  2. Solution 2.  Boot an instance of the AMI Using your favorite text editor, open /etc/rc.d/rc.local Remove the following three lines and save the file:  cat <<EOL >> /etc/ssh/sshd_config UseDNS no PermitRootLogin without-password  Please let me know if that worked for you, or if you have any other questions or concerns."
59831,Amazon EC2 V0,"Hi Marcin,  Yes, indeed, the Red Hat 6.4 bug was the issue.  I was able to detach the volume and attached it somewhere else to edit the /etc/rc.d/rc.local and /etc/ssh/sshd_config. Thank you for your help! Henry  Edited by: Henry_ice on Feb 24, 2014 4:30 PM"
59830,Amazon EC2 V0,"ELB Timeout Increase Please increase the request timeout to 10 minutes on the following ELB: serc-web-both-zones-1109068578.us-east-1.elb.amazonaws.com  We'll adjust our servers' connection timeout to something slightly greater than 10 minutes.  It'd be great if this was a feature we could configure on ELBs. We never have front-facing webpages or requests that take longer than 60s to generate (not even close!) but there are some administrative requests that generate large reports & do heavy image manipulation/conversion which most certainly take longer than 60s. Unfortunately it's way easier and cheaper to ask AWS support to bump up the timeout than it is to refactor a fully functional application.  Thank you!  Edited by: laupow on Feb 17, 2014 9:11 AM  Edited by: laupow on Feb 17, 2014 1:36 PM"
59830,Amazon EC2 V0,"Hello Laupow,  We have increased the TTL on your ELB to 10 minutes as requested.  At this time the TTL is probably the only key feature that you can not adjust, most features however you can adjust such as encryption keys, instances etc. I will raise this with our development team for future consideration.  Regards,  Davin G."
59830,Amazon EC2 V0,"Hi Laupow,  I have been in touch with our development team and can confirm this is a feature we are working towards however we do not have a time frame as to when this will be released. All I can suggest is to keep an eye on the blog and sign up for mail notifications.  In the meantime if you need the TTL modified please do let us know and we will be happy to assist you.  Regards,  Davin G."
59829,Amazon EC2 V0,"Unable to Disassociate & Release Elastic IP I attached an EIP 54.213.218.176 to a VPC-based spot instance.  That instance having terminated, I am now unable to disassociate the IP via the web interface, getting the error:-  ""An error occurred while attempting to disassociate the IP address The association ID 'eipassoc-01758464' does not exist""  I would be grateful if Amazon would be kind enough:-  (a) to disassociate and then release the EIP  (b) advise whether this is a bug or intended behaviour, and further advise how one should work around it in future  With many thanks.  Best wishes, Matthew"
59829,Amazon EC2 V0,"Hi Matthew,  I see that you've terminated your instance and according to our record here, that EIP has been disassociated. I just wanted to make sure that it's also like that on your end.  If not, it's possible that this is erroring out because this is an EIP for a VPC and since you have since deleted your default VPC, it doesn't know what to do. If this is the case, would it be okay for me to create a new default VPC for you? That might fix this issue for you."
59829,Amazon EC2 V0,"Thank you for your very prompt reply!    Looking again now, the EIP had become disassociated and I can now release it.  Perhaps it just needed a bit of patience!  This is probably a good opportinity to recreate the default VPC in any event and I would be grateful if you would do so.  With many thanks.  Best wishes, Matthew"
59829,Amazon EC2 V0,"Hello,  We can opt in your account to have a default VPC, however before that we'll need you to confirm that you have no resources in EC2 classic (EIP, instances, ELB, Redshift, RDS, Elasticache).   I see none. But to be safe, we'd like to ask for a confirmation from you.  Best regards,  Bryan"
59829,Amazon EC2 V0,"On reflection, if it is a change to the account settings, I think I will leave things as they are for the moment.  If, in the future, I have a positive need for default VPCs, I will ask again.  With many thanks.  Best wishes, Matthew"
59829,Amazon EC2 V0,"Hello,  Thank you for letting us know. If you decide please update this forum post, and we will assist you further.  Regards,  Marcin"
59828,Amazon EC2 V0,Can't shut down EC2 instance My instance i-8b5c6bfb is not responding (web site down).  I have attempted to reboot and shut down the instance and it is not responding to these actions.  Can you assist by shutting it down and letting me know when it is down?
59828,Amazon EC2 V0,"Don't know if you guys are trying to stop it, since it switched to the Stopping state, but it has been in the Stopping state for quite a while."
59828,Amazon EC2 V0,"Hello,  Thank you for posting. Your ec2 server has been successfully stopped.  Regards,  Marcin"
59827,Amazon EC2 V0,EC2 Instance 100% CPU Utilization One of our EC2 instance went to 100% CPU Utilization without any clear reason...  Kindly help identify the issue as the server is uptime is very critical  instance id is i-b4fd1b9c
59827,Amazon EC2 V0,"Hello,  Thank you for posting.  I was able to verify that your server was spiking at 100% for about 1 hour From 2014-02-24T15:33:00+0000 to 2014-02-24T16:28:00+0000.  I have also investigated the underlying host , and all appears to be healthy. Unfortunately, we do not have an access to your resources, therefore, I will not be able to provide any further information.   If the issue happens again, I would recommend running atop/htop/ps and see what application or applications are consuming most of your CPU resources.  Please let me know if you have any further questions.   Regards,  Marcin"
